Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
6.082203,,Insert,177535067,0,A,2000,181400,G,
6.082502,,Cancel,177473923,,,-1000,,,
6.083574,,Insert,177535243,0,A,8000,146900,G,
6.086041,,Cancel,177533239,,,-1000,,,
6.089487,,Cancel,177533971,,,-1000,,,
6.08949,,Insert,177535539,0,A,1000,146800,G,
6.089514,,Cancel,177534027,,,-1000,,,
6.089541,,Cancel,177533399,,,-2000,,,
6.089543,,Cancel,177533979,,,-2000,,,
6.089545,,Insert,177535551,0,A,1000,146900,G,
6.08955,,Insert,177535563,0,A,8000,146800,G,
6.089557,,Insert,177535571,0,A,400,146800,G,
6.089573,,Cancel,177534451,,,-400,,,
6.089573,,Insert,177535587,0,A,3000,146900,G,
6.08962,,Cancel,177533375,,,-2000,,,
6.08962,,Insert,177535591,0,B,2000,112600,G,
6.089699,,Insert,177535603,0,B,2000,145700,G,
6.089777,,Cancel,177532603,,,-770,,,
6.089913,,Insert,177535631,0,B,1000,146300,G,
6.089924,,Insert,177535639,0,B,1000,146000,G,
6.090001,,Cancel,177533295,,,-1000,,,
6.090036,,Cancel,177530399,,,-8000,,,
6.090067,,Insert,177535663,0,B,1000,146600,G,
6.092442,,Insert,5006891,1,A,45,147300,G,
6.094637,,Insert,177535899,0,B,8000,146600,G,
6.094642,,Insert,177535907,0,B,770,146600,G,
6.094642,,Cancel,177535551,,,-1000,,,
6.094854,,Cancel,177535563,,,-8000,,,
6.094907,,Insert,177535931,0,B,1000,146600,G,
6.094911,,Cancel,177535571,,,-400,,,
6.094942,,Insert,177535935,0,B,1000,146400,G,
6.09757,,Cancel,177535935,,,-1000,,,
6.097598,,Cancel,177535663,,,-1000,,,
6.097598,,Cancel,177535907,,,-770,,,
6.097675,,Cancel,177535931,,,-1000,,,
6.097732,,Cancel,177533243,,,-1000,,,
6.097773,,Insert,177536187,0,A,1000,146900,G,
6.097802,,Insert,177536215,0,A,1000,146700,G,
6.09783,,Cancel,177533159,,,-1000,,,
6.097872,,Cancel,177535899,,,-8000,,,
6.097872,,Cancel,177535067,,,-2000,,,
6.097872,,Insert,177536299,0,A,2000,181300,G,
6.097894,,Cancel,177535587,,,-3000,,,
6.097903,,Cancel,177529799,,,-1000,,,
6.097923,,Cancel,177524271,,,-1000,,,
6.097974,,Cancel,177533247,,,-1000,,,
6.097974,,Insert,177536403,0,A,1000,146800,G,
6.098009,,Insert,177536439,0,A,1000,146800,G,
6.098041,,Insert,177536483,0,A,2000,147100,G,
6.098056,,Insert,177536487,0,A,1000,146800,G,
6.098178,,Cancel,177536439,,,-1000,,,
6.098444,,Insert,177537011,0,A,1000,146700,G,
6.098563,,Insert,177537155,0,B,1000,145600,G,
6.098571,,Insert,177537175,0,A,130,146700,G,
6.098604,,Insert,177537239,0,A,400,146700,G,
6.098713,,Insert,177537419,0,A,2000,147000,G,
6.098789,,Cancel,177530539,,,-1000,,,
6.098789,,Insert,177537499,0,A,1000,147500,G,
6.098822,,Cancel,177535591,,,-2000,,,
6.098822,,Insert,177537575,0,B,2000,112500,G,
6.099056,,Insert,177537863,0,A,2000,146800,G,
6.099227,,Cancel,177535631,,,-1000,,,
6.099249,,Cancel,177537575,,,-2000,,,
6.099249,,Insert,177538115,0,B,2000,112600,G,
6.099301,,Insert,177538171,0,B,1000,146400,G,
6.099301,,Cancel,177537239,,,-400,,,
6.099415,,Cancel,177538115,,,-2000,,,
6.099415,,Insert,177538335,0,B,2000,112500,G,
6.099525,,Insert,177538431,0,A,1000,146700,G,
6.099525,,Insert,177538455,0,A,1000,147200,G,
6.099669,,Insert,177538595,0,B,1000,145800,G,
6.099698,,Insert,177538631,0,A,1000,147400,G,
6.099727,,Insert,177538675,0,B,2000,145600,G,
6.099785,,Insert,177538819,0,A,1000,146700,G,
6.099825,,Insert,177538899,0,A,2000,146600,G,
6.099895,,Cancel,177529703,,,-3000,,,
6.099954,,Cancel,177529175,,,-1000,,,
6.100087,,Cancel,177536299,,,-2000,,,
6.100087,,Insert,177539239,0,A,2000,181200,G,
6.100642,,Cancel,177537011,,,-1000,,,
6.100889,,Insert,177539955,0,A,1000,146600,G,
6.100889,,Insert,177539959,0,A,180,146700,G,
6.100964,,Insert,177540015,0,B,1000,145900,G,
6.101189,,Cancel,177538431,,,-1000,,,
6.10129,,Insert,177540395,0,B,1000,146200,G,
6.102451,,Cancel,177537175,,,-130,,,
6.103089,,Insert,177541207,0,B,1000,146500,G,
6.10312,,Insert,177541219,0,B,1000,146500,G,
6.103121,,Insert,177541223,0,B,1000,146500,G,
6.103132,,Cancel,177538819,,,-1000,,,
6.104091,,Cancel,177538899,,,-2000,,,
6.104156,,Insert,177541411,0,A,400,146600,G,
6.104909,,Cancel,177539959,,,-180,,,
6.104929,,Cancel,177539955,,,-1000,,,
6.104954,,Insert,177541619,0,B,770,146500,G,
6.105003,,Insert,177541631,0,B,1000,146500,G,
6.105241,,Cancel,177541411,,,-400,,,
6.105266,,Insert,177541695,0,B,8000,146500,G,
6.105476,,Cancel,177536403,,,-1000,,,
6.105482,,Cancel,177537863,,,-2000,,,
6.105482,,Insert,177541735,0,A,2000,147600,G,
6.105494,,Insert,177541747,0,A,8000,146800,G,
6.105527,,Insert,177541759,0,A,1000,146800,G,
6.105542,,Cancel,177541207,,,-1000,,,
6.105542,,Insert,177541767,0,B,1000,146500,G,
6.105624,,Cancel,177541619,,,-770,,,
6.105776,,Insert,177541895,0,B,1000,146500,G,
6.105838,,Cancel,177541895,,,-1000,,,
6.105905,,Insert,177541979,0,B,1000,146500,G,
6.105968,,Cancel,177541759,,,-1000,,,
6.106001,,Cancel,177541695,,,-8000,,,
6.106011,,Insert,177542019,0,A,1000,147000,G,
6.106078,,Insert,177542075,0,B,760,146500,G,
6.106116,,Cancel,177539239,,,-2000,,,
6.106116,,Insert,177542095,0,A,2000,181300,G,
6.106123,,Cancel,177541631,,,-1000,,,
6.106185,,Insert,177542191,0,B,1000,146500,G,
6.106289,,Cancel,177540015,,,-1000,,,
6.106404,,Insert,177542371,0,B,1000,146600,G,
6.106429,,Cancel,177542371,,,-1000,,,
6.106435,,Cancel,177538675,,,-2000,,,
6.106435,,Cancel,177537419,,,-2000,,,
6.106437,,Insert,177542399,0,B,3000,146400,G,
6.106526,,Cancel,177538335,,,-2000,,,
6.106526,,Insert,177542447,0,B,2000,112600,G,
6.106534,,Insert,177542459,0,B,1000,146600,G,
6.10655,,Cancel,177421111,,,-8000,,,
6.10655,,Cancel,177541767,,,-1000,,,
6.106561,,Insert,177542471,0,B,2000,145600,G,
6.106579,,Cancel,177542447,,,-2000,,,
6.106579,,Insert,177542483,0,B,2000,112500,G,
6.106584,,Cancel,177542459,,,-1000,,,
6.106642,,Cancel,177542483,,,-2000,,,
6.106642,,Insert,177542519,0,B,2000,112600,G,
6.106765,,Cancel,177542519,,,-2000,,,
6.106765,,Insert,177542615,0,B,2000,112500,G,
6.106787,,Insert,177542647,0,A,1000,146800,G,
6.106953,,Insert,177542747,0,B,1000,145900,G,
6.106969,,Insert,177542759,0,A,2000,147000,G,
6.107206,,Cancel,177542759,,,-2000,,,
6.107267,,Cancel,177542647,,,-1000,,,
6.10745,,Insert,177542959,0,B,1000,145500,G,
6.107791,,Cancel,177542399,,,-3000,,,
6.108044,,Cancel,177535539,,,-1000,,,
6.108044,,Insert,177543199,0,A,1000,146700,G,
6.108075,,Insert,177543203,0,A,1000,146700,G,
6.108112,,Insert,177543219,0,A,1000,146800,G,
6.10817,,Cancel,177541223,,,-1000,,,
6.108345,,Cancel,177507427,,,-1000,,,
6.108461,,Cancel,177542191,,,-1000,,,
6.108738,,Cancel,177543219,,,-1000,,,
6.108891,,Insert,177543415,0,A,1000,146800,G,
6.108898,,Cancel,177541219,,,-1000,,,
6.108994,,Insert,177543431,0,A,1000,146800,G,
6.109319,,Insert,177543499,0,A,2000,147000,G,
6.109684,,Insert,177543579,0,A,8000,146700,G,
6.10969,,Cancel,177375783,,,-8000,,,
6.109801,,Insert,177543599,0,A,8000,146700,G,
6.109925,,Cancel,177543415,,,-1000,,,
6.110004,,Cancel,177541979,,,-1000,,,
6.110009,,Cancel,177542075,,,-760,,,
6.110281,,Cancel,177538171,,,-1000,,,
6.110343,,Insert,177543763,0,A,1000,146700,G,
6.111308,,Cancel,177543763,,,-1000,,,
6.111631,,Cancel,177543599,,,-8000,,,
6.112502,,Cancel,177533779,,,-1000,,,
6.112521,,Cancel,177543431,,,-1000,,,
6.112534,,Insert,177544311,0,B,760,146500,G,
6.112564,,Insert,177544319,0,B,1000,146500,G,
6.112656,,Cancel,177543199,,,-1000,,,
6.112656,,Cancel,177543579,,,-8000,,,
6.112757,,Cancel,177543499,,,-2000,,,
6.1128,,Insert,177544463,0,B,1000,146500,G,
6.112839,,Cancel,177543203,,,-1000,,,
6.112884,,Cancel,177542747,,,-1000,,,
6.112919,,Cancel,177536215,,,-1000,,,
6.11298,,Insert,177544567,0,A,1000,146800,G,
6.113112,,Insert,177544615,0,A,2000,147700,G,
6.113114,,Insert,177544619,0,B,1000,146400,G,
6.113135,,Cancel,177536487,,,-1000,,,
6.113135,,Insert,177544639,0,B,1000,146600,G,
6.113171,,Insert,177544671,0,B,3000,146300,G,
6.113229,,Cancel,177542615,,,-2000,,,
6.113229,,Insert,177544703,0,B,2000,112600,G,
6.113333,,Insert,177544739,0,A,1000,147100,G,
6.113359,,Cancel,177542471,,,-2000,,,
6.113359,,Insert,177544743,0,B,2000,146600,G,
6.113459,,Insert,177544787,0,A,1000,151600,G,
6.11349,,Insert,177544795,0,B,1000,146600,G,
6.113517,,Cancel,177544619,,,-1000,,,
6.113638,,Insert,177544831,0,B,1000,146600,G,
6.113665,,Cancel,177542095,,,-2000,,,
6.113665,,Insert,177544843,0,A,2000,181400,G,
6.113668,,Insert,177544851,0,B,1000,146600,G,
6.113703,,Cancel,177536187,,,-1000,,,
6.114147,,Insert,177544991,0,B,1000,146400,G,
6.114291,,Insert,177545031,0,B,760,146600,G,
6.11443,,Cancel,177507431,,,-1000,,,
6.114443,,Cancel,177544991,,,-1000,,,
6.114542,,Insert,177545103,0,B,1000,146300,G,
6.115418,,Cancel,177544787,,,-1000,,,
6.116629,,Insert,177545571,0,A,1000,151800,G,
6.11686,,Cancel,177535639,,,-1000,,,
6.1169,,Insert,177545647,0,A,400,146800,G,
6.116982,,Cancel,177544703,,,-2000,,,
6.116982,,Insert,177545659,0,B,2000,112700,G,
6.118102,,Cancel,177544831,,,-1000,,,
6.118193,,Insert,177545847,0,B,1000,146000,G,
6.118229,,Insert,177545855,0,A,1000,146900,G,
6.118314,,Cancel,177545659,,,-2000,,,
6.118314,,Insert,177545863,0,B,2000,112600,G,
6.118321,,Cancel,177545855,,,-1000,,,
6.121986,,Insert,177546219,0,B,1000,146600,G,
6.122094,,Insert,177546223,0,A,1000,146900,G,
6.122264,,Insert,177546239,0,A,1000,146800,G,
6.12378,,Cancel,177545031,,,-760,,,
6.12382,,Cancel,177544851,,,-1000,,,
6.124527,,Cancel,177544639,,,-1000,,,
6.124849,,Cancel,177546219,,,-1000,,,
6.12512,,Insert,177546459,0,A,1000,147100,G,
6.126047,,Insert,177546511,0,A,1000,146900,G,
6.126283,,Cancel,177545103,,,-1000,,,
6.126335,,Cancel,177544795,,,-1000,,,
6.126354,,Insert,177546551,0,A,1000,146800,G,
6.126442,,Insert,177546567,0,A,1000,146800,G,
6.12653,,Cancel,177546567,,,-1000,,,
6.126645,,Insert,177546583,0,A,1000,146800,G,
6.12695,,Insert,177546615,0,B,1000,146300,G,
6.127096,,Insert,177546647,0,A,30,147200,G,
6.127287,,Cancel,177546459,,,-1000,,,
6.128354,,Cancel,177546615,,,-1000,,,
6.128394,,Insert,177546775,0,B,1000,146300,G,
6.128412,,Insert,177546779,0,A,1000,147100,G,
6.128643,,Insert,177546795,0,B,1000,146400,G,
6.128952,,Cancel,177546779,,,-1000,,,
6.130213,,Cancel,177546583,,,-1000,,,
6.130238,,Cancel,177546551,,,-1000,,,
6.130779,,Insert,177546875,0,B,1000,146600,G,
6.131934,,Insert,177546947,0,B,8000,146500,G,
6.134191,,Cancel,177546511,,,-1000,,,
6.134426,,Cancel,177546875,,,-1000,,,
6.14657,,Insert,177547503,0,A,1000,146800,G,
6.14745,,Cancel,177544567,,,-1000,,,
6.158562,,Insert,177547775,0,B,1000,146000,G,
6.177896,,Insert,177548271,0,B,1000,146600,G,
6.186001,,Insert,177548439,0,A,1000,146800,G,
6.186004,,Insert,177548443,0,B,1000,145100,G,
6.187902,,Cancel,177548271,,,-1000,,,
6.191104,,Insert,177548583,0,A,1000,146800,G,
6.197152,,Insert,177548691,0,A,1000,148200,G,
6.197175,,Cancel,177525115,,,-1000,,,
6.206383,,Cancel,7028102,,,-10000,,,
6.206383,,Cancel,7028103,,,-10000,,,
6.206383,,Insert,7028104,1,A,10000,147300,G,
6.206383,,Insert,7028105,1,B,10000,146100,G,
6.209451,,Cancel,177544743,,,-2000,,,
6.209482,,Insert,177549127,0,A,1000,146800,G,
6.209492,,Insert,177549131,0,B,1000,146500,G,
6.209528,,Cancel,177545863,,,-2000,,,
6.209528,,Insert,177549143,0,B,2000,112500,G,
6.209805,,Insert,177549163,0,B,1000,145900,G,
6.209813,,Insert,177549171,0,B,2000,145600,G,
6.209813,,Insert,177549175,0,B,1000,146500,G,
6.209843,,Insert,177549183,0,B,1000,146500,G,
6.213459,,Insert,177549299,0,A,1000,146800,G,
6.213469,,Insert,177549303,0,A,1000,146700,G,
6.213508,,Insert,177549311,0,A,3000,147000,G,
6.213535,,Insert,177549339,0,A,400,146700,G,
6.213536,,Cancel,177544843,,,-2000,,,
6.213536,,Insert,177549343,0,A,2000,181300,G,
6.213538,,Cancel,177544739,,,-1000,,,
6.213546,,Cancel,177545647,,,-400,,,
6.213576,,Cancel,177544615,,,-2000,,,
6.213723,,Cancel,177549299,,,-1000,,,
6.213731,,Cancel,177546775,,,-1000,,,
6.213769,,Cancel,177544311,,,-760,,,
6.213887,,Cancel,177544671,,,-3000,,,
6.213906,,Insert,177549455,0,A,1000,146800,G,
6.214023,,Insert,177549531,0,A,1000,146700,G,
6.214026,,Insert,177549539,0,B,1000,145700,G,
6.214031,,Cancel,177548443,,,-1000,,,
6.214157,,Insert,177549599,0,A,8000,146700,G,
6.214287,,Cancel,177548439,,,-1000,,,
6.21429,,Insert,177549647,0,A,1000,146700,G,
6.21457,,Cancel,177544319,,,-1000,,,
6.215063,,Cancel,177544463,,,-1000,,,
6.215073,,Cancel,177549183,,,-1000,,,
6.215856,,Cancel,177520719,,,-1000,,,
6.218439,,Insert,5006892,1,B,14,147000,G,
6.2213,,Insert,177550123,0,B,1000,116800,G,
6.221969,,Cancel,177546947,,,-8000,,,
6.221976,,Cancel,177549131,,,-1000,,,
6.222079,,Cancel,177548691,,,-1000,,,
6.222253,,Insert,177550159,0,A,1010,146700,G,
6.22228,,Insert,177550163,0,A,750,146900,G,
6.222524,,Cancel,177546795,,,-1000,,,
6.222559,,Cancel,177549175,,,-1000,,,
6.222705,,Insert,177550223,0,A,1000,146700,G,
6.22287,,Insert,177550247,0,B,1000,146300,G,
6.223515,,Cancel,177550223,,,-1000,,,
6.22506,,Insert,177550383,0,B,1000,146200,G,
6.232466,,Insert,177550791,0,B,8000,145800,G,
6.232485,,Insert,177550799,0,B,8000,146400,G,
6.232489,,Insert,177550803,0,B,1000,146500,G,
6.232516,,Insert,177550811,0,B,1000,146500,G,
6.232534,,Cancel,177550791,,,-8000,,,
6.232534,,Insert,177550815,0,B,8000,146500,G,
6.232562,,Insert,177550819,0,B,1000,146500,G,
6.232562,,Insert,177550823,0,A,1000,146800,G,
6.232562,,Cancel,177421203,,,-1000,,,
6.232578,,Insert,177550827,0,A,1000,147300,G,
6.23269,,Insert,177550835,0,B,1000,146300,G,
6.232846,,Cancel,177550803,,,-1000,,,
6.232984,,Cancel,177550835,,,-1000,,,
6.240699,,Insert,177551023,0,B,1000,145000,G,
6.24077,,Cancel,177549599,,,-8000,,,
6.240853,,Insert,177551035,0,B,1000,146500,G,
6.240863,,Insert,177551039,0,B,760,146500,G,
6.240882,,Insert,177551043,0,B,1000,146500,G,
6.240904,,Insert,177551051,0,B,1000,146500,G,
6.24091,,Cancel,177549531,,,-1000,,,
6.240977,,Cancel,177549339,,,-400,,,
6.240996,,Cancel,177549455,,,-1000,,,
6.241032,,Insert,177551079,0,A,400,146800,G,
6.241182,,Insert,177551087,0,B,1000,146300,G,
6.241527,,Insert,177551119,0,A,8000,146700,G,
6.241533,,Insert,177551127,0,A,1000,146800,G,
6.241534,,Cancel,177551039,,,-760,,,
6.241557,,Cancel,177551087,,,-1000,,,
6.241858,,Insert,177551167,0,B,1000,146400,G,
6.242152,,Cancel,177551167,,,-1000,,,
6.244947,,Cancel,177551127,,,-1000,,,
6.244955,,Cancel,177551119,,,-8000,,,
6.245608,,Insert,177551379,0,A,1000,146800,G,
6.247235,,Cancel,177551379,,,-1000,,,
6.247235,,Insert,177551395,0,B,770,146500,G,
6.249277,,Insert,177551435,0,A,1000,146800,G,
6.24957,,Insert,177551543,0,B,1000,146300,G,
6.249604,,Cancel,177549647,,,-1000,,,
6.250142,,Cancel,177551023,,,-1000,,,
6.25793,,Insert,177551907,0,B,8000,146500,G,
6.258213,,Cancel,177548583,,,-1000,,,
6.262535,,Cancel,177549163,,,-1000,,,
6.26271,,Cancel,177549143,,,-2000,,,
6.26271,,Insert,177552055,0,B,2000,112600,G,
6.269212,,Insert,177552443,0,B,8000,146600,G,
6.269234,,Cancel,177551907,,,-8000,,,
6.269238,,Insert,177552455,0,B,1000,146600,G,
6.269245,,Insert,177552459,0,B,1000,145100,G,
6.26925,,Insert,177552467,0,B,3000,146400,G,
6.269261,,Cancel,177549171,,,-2000,,,
6.269269,,Insert,177552475,0,A,400,146700,G,
6.269282,,Cancel,177551079,,,-400,,,
6.269292,,Cancel,177552475,,,-400,,,
6.269365,,Insert,177552491,0,B,1000,146600,G,
6.269522,,Insert,177552571,0,B,1000,146600,G,
6.27033,,Cancel,177549303,,,-1000,,,
6.270357,,Cancel,177546239,,,-1000,,,
6.271088,,Insert,177552647,0,B,1000,146500,G,
6.272001,,Cancel,177552443,,,-8000,,,
6.274181,,Cancel,177552455,,,-1000,,,
6.274183,,Cancel,177552571,,,-1000,,,
6.280068,,Insert,177553679,0,B,2000,146600,G,
6.288583,,Insert,177554123,0,B,760,146600,G,
6.288614,,Insert,177554135,0,B,1000,146600,G,
6.289963,,Insert,177554375,0,B,1000,146600,G,
6.290029,,Insert,177554387,0,A,400,146800,G,
6.299546,Contender,Cancel,47,,,-10,,,
6.300017,,Cancel,177546223,,,-1000,,,
6.300977,Contender,Insert,50,1,B,10,146600,G,
6.301042,Contender,Insert,51,1,A,10,146800,G,
6.301042,Contender,Trade,51,1,A,10,147000,,294
6.30115,LiquidBear,Insert,84,1,B,2,146700,G,
6.301314,Contender,Hedge,52,0,B,10,146700,,
6.308594,,Insert,177555167,0,A,1000,146900,G,
6.308675,,Insert,177555183,0,B,8000,146600,G,
6.308789,,Cancel,177547503,,,-1000,,,
6.308789,,Cancel,177549127,,,-1000,,,
6.308796,,Cancel,177550823,,,-1000,,,
6.308796,,Cancel,177551435,,,-1000,,,
6.308796,,Cancel,177551035,,,-1000,,,
6.308798,,Cancel,177555167,,,-1000,,,
6.308989,,Insert,177555239,0,B,1000,146600,G,
6.309963,,Cancel,177551051,,,-1000,,,
6.310963,,Cancel,177541747,,,-8000,,,
6.310963,,Cancel,177549311,,,-3000,,,
6.319187,,Insert,177555851,0,A,8000,146800,G,
6.319232,,Insert,177555867,0,A,1000,146900,G,
6.319399,,Cancel,177555239,,,-1000,,,
6.322202,,Cancel,177554123,,,-760,,,
6.328532,,Insert,5006893,1,B,23,145700,G,
6.330285,,Cancel,177554135,,,-1000,,,
6.348133,,Cancel,177555867,,,-1000,,,
6.348194,,Insert,177556711,0,A,1000,148300,G,
6.348488,,Insert,177556735,0,B,1000,146600,G,
6.356673,,Insert,177557279,0,A,1000,146900,G,
6.356749,,Cancel,177555183,,,-8000,,,
6.356987,,Cancel,177556735,,,-1000,,,
6.357561,,Cancel,177552647,,,-1000,,,
6.364967,,Cancel,177554375,,,-1000,,,
6.382585,,Insert,177557995,0,B,1000,146600,G,
6.383194,,Insert,177558031,0,B,760,146600,G,
6.383222,,Insert,177558035,0,B,1000,146600,G,
6.383533,,Insert,177558051,0,B,1000,146500,G,
6.405812,,Cancel,177558031,,,-760,,,
6.405838,,Cancel,177465419,,,-1000,,,
6.406013,,Cancel,177558051,,,-1000,,,
6.406039,,Cancel,177558035,,,-1000,,,
6.406092,,Cancel,177557995,,,-1000,,,
6.407519,,Cancel,177556711,,,-1000,,,
6.407548,,Insert,177559107,0,A,1000,191100,G,
6.407551,,Insert,177559115,0,B,1000,146600,G,
6.442429,,Insert,177559759,0,A,1000,148200,G,
6.445077,,Cancel,177538631,,,-1000,,,
6.450121,,Cancel,177557279,,,-1000,,,
6.450128,,Insert,177560003,0,B,760,146600,G,
6.450155,,Insert,177560007,0,B,1000,146600,G,
6.450165,,Insert,177560015,0,B,1000,146600,G,
6.450166,,Insert,177560019,0,B,8000,146600,G,
6.458217,,Cancel,177559759,,,-1000,,,
6.458573,,Cancel,177555851,,,-8000,,,
6.458841,,Insert,177560343,0,B,1000,146500,G,
6.469192,,Insert,177560511,0,A,8000,146800,G,
6.469192,,Insert,177560515,0,A,1000,146900,G,
6.469467,,Cancel,177560015,,,-1000,,,
6.470216,,Cancel,177560019,,,-8000,,,
6.470539,,Cancel,177560343,,,-1000,,,
6.483682,,Cancel,177560003,,,-760,,,
6.483714,,Cancel,177559115,,,-1000,,,
6.483764,,Insert,177560699,0,A,1000,148300,G,
6.483864,,Insert,177560707,0,B,1000,146600,G,
6.483895,,Insert,177560711,0,B,1000,146600,G,
6.483964,,Cancel,177560707,,,-1000,,,
6.496293,,Insert,177560867,0,B,1000,146600,G,
6.49638,,Insert,177560875,0,B,750,146600,G,
6.496403,,Insert,177560879,0,B,8000,146600,G,
6.499751,Contender,Cancel,50,,,-10,,,
6.500565,Contender,Insert,53,1,B,10,146800,G,
6.500607,Contender,Insert,54,1,A,10,146900,G,
6.500607,Contender,Trade,54,1,A,10,147000,,294
6.500756,LiquidBear,Insert,86,1,B,2,146700,G,
6.500943,Contender,Hedge,55,0,B,10,146700,,
6.514213,,Cancel,7028104,,,-10000,,,
6.514213,,Cancel,7028105,,,-10000,,,
6.514213,,Insert,7028106,1,A,10000,147200,G,
6.514213,,Insert,7028107,1,B,10000,146000,G,
6.522697,,Cancel,177560875,,,-750,,,
6.52272,,Cancel,177472887,,,-1000,,,
6.557825,,Insert,177561659,0,B,750,146600,G,
6.557851,,Insert,177561671,0,B,1000,102200,G,
6.56802,,Insert,5006894,1,B,44,148400,G,
6.56802,LiquidBear,Trade,83,1,A,2,147100,,-29
6.575269,,Insert,177562215,0,B,1000,146500,G,
6.577969,,Cancel,177561659,,,-750,,,
6.6025,LiquidBear,Hedge,88,0,B,2,146700,,
6.615801,,Cancel,177560515,,,-1000,,,
6.623907,,Insert,177562923,0,B,750,146600,G,
6.624046,,Insert,177562939,0,B,1000,146600,G,
6.624366,,Cancel,177560511,,,-8000,,,
6.624538,,Insert,177563007,0,B,1000,146400,G,
6.624577,,Cancel,177534459,,,-1000,,,
6.624591,,Cancel,177534463,,,-1000,,,
6.624619,,Insert,4046848,0,B,1010,146700,F,
6.624639,,Insert,177563023,0,B,1000,146700,G,
6.624643,,Insert,177563027,0,B,1000,146700,G,
6.624645,,Insert,177563031,0,B,200,146600,G,
6.624649,,Insert,177563035,0,A,2000,147000,G,
6.624663,,Insert,177563047,0,A,1000,146800,G,
6.624673,,Insert,177563055,0,A,2000,147700,G,
6.624678,,Insert,177563059,0,B,1000,146700,G,
6.624678,,Insert,177563063,0,B,3000,146500,G,
6.624678,,Cancel,177552467,,,-3000,,,
6.624689,,Insert,177563071,0,B,1000,146600,G,
6.624689,,Cancel,177554387,,,-400,,,
6.624689,,Insert,177563079,0,B,1000,146700,G,
6.62469,,Cancel,177563035,,,-2000,,,
6.624693,,Insert,177563083,0,A,1000,147100,G,
6.624693,,Cancel,177545847,,,-1000,,,
6.624705,,Cancel,177549343,,,-2000,,,
6.624705,,Insert,177563087,0,A,2000,181400,G,
6.624724,,Cancel,177562939,,,-1000,,,
6.624741,,Cancel,177552055,,,-2000,,,
6.624741,,Insert,177563095,0,B,2000,112700,G,
6.624748,,Insert,177563099,0,A,400,146900,G,
6.62476,,Cancel,177563099,,,-400,,,
6.624783,,Cancel,177535603,,,-2000,,,
6.624783,,Cancel,177536483,,,-2000,,,
6.625235,,Insert,177563227,0,B,1000,146700,G,
6.62541,,Cancel,177550247,,,-1000,,,
6.625757,,Insert,177563291,0,B,1000,146600,G,
6.626056,,Cancel,177563027,,,-1000,,,
6.627447,,Cancel,177538455,,,-1000,,,
6.628763,,Cancel,177563031,,,-200,,,
6.632592,,Cancel,177563047,,,-1000,,,
6.632618,,Insert,177563563,0,A,1000,147200,G,
6.632621,,Insert,177563571,0,B,1000,146700,G,
6.632622,,Insert,177563583,0,A,2000,147800,G,
6.63267,,Cancel,177563087,,,-2000,,,
6.63267,,Insert,177563607,0,A,2000,181500,G,
6.632811,,Insert,177563619,0,A,1000,146900,G,
6.633637,,Insert,177563655,0,B,1000,146300,G,
6.640637,,Cancel,177542019,,,-1000,,,
6.640649,,Insert,177563847,0,A,1000,147000,G,
6.640666,,Cancel,177535243,,,-8000,,,
6.640907,,Insert,177563935,0,A,1000,147000,G,
6.640986,,Cancel,177560699,,,-1000,,,
6.641086,,Insert,177563971,0,B,750,146700,G,
6.64112,,Cancel,177552459,,,-1000,,,
6.642286,,Cancel,177563935,,,-1000,,,
6.642688,,Insert,177564171,0,A,1000,147000,G,
6.647348,,Cancel,177563971,,,-750,,,
6.64741,,Insert,177564267,0,A,400,146900,G,
6.65194,,Insert,177564415,0,B,1000,145200,G,
6.652066,,Insert,177564419,0,B,750,146700,G,
6.652264,,Cancel,177564171,,,-1000,,,
6.652277,,Cancel,177563619,,,-1000,,,
6.657364,,Cancel,177564419,,,-750,,,
6.660693,,Insert,177564591,0,A,1000,147000,G,
6.66114,,Insert,177564607,0,A,1000,147000,G,
6.665593,,Insert,177564687,0,A,8000,146900,G,
6.665599,,Cancel,177563571,,,-1000,,,
6.665644,,Cancel,177563023,,,-1000,,,
6.665921,,Insert,177564715,0,A,1000,146900,G,
6.666172,,Cancel,177563059,,,-1000,,,
6.666494,,Cancel,177563227,,,-1000,,,
6.668294,,Insert,177564895,0,A,1000,146900,G,
6.668314,,Cancel,177563655,,,-1000,,,
6.668317,,Insert,177564899,0,B,2000,146700,G,
6.690759,,Cancel,177560711,,,-1000,,,
6.690783,,Cancel,177561671,,,-1000,,,
6.690785,,Cancel,177559107,,,-1000,,,
6.710264,,Insert,177565315,0,B,1000,146700,G,
6.710289,,Insert,177565319,0,B,1000,102400,G,
6.710442,,Insert,177565331,0,B,1000,146700,G,
6.710453,,Cancel,177564687,,,-8000,,,
6.71046,,Cancel,177564715,,,-1000,,,
6.710488,,Cancel,177564895,,,-1000,,,
6.710791,,Insert,177565387,0,B,750,146700,G,
6.710818,,Insert,177565395,0,B,1000,146700,G,
6.711922,,Insert,177565511,0,B,1000,146300,G,
6.713387,,Cancel,177565387,,,-750,,,
6.71341,,Cancel,177550123,,,-1000,,,
6.713412,,Cancel,177513551,,,-1000,,,
6.713436,,Insert,177565543,0,A,1000,191200,G,
6.716151,,Insert,177565559,0,B,750,146700,G,
6.716261,,Cancel,177564607,,,-1000,,,
6.716368,,Insert,177565591,0,A,1000,147000,G,
